block_height,timestamp,difficulty,txs_count,miner_address,network_health,block_age,hash_entropy,miner_reputation,is_valid
1385,1771087280,14300588,52,miner_pool_10,0.9659,128,218,0.8804,1
1386,1771087400,14009385,59,miner_pool_9,0.8557,121,218,0.8679,1
1387,1771087520,14215173,44,miner_pool_4,0.9791,131,251,0.8615,1
1388,1771087640,14370391,51,miner_pool_10,0.8734,133,222,0.883,1
1389,1771087760,15235809,56,unknown_miner_515,0.982,106,215,0.753,1
1390,1771087880,15294487,44,miner_pool_10,0.9867,133,206,0.8418,1
1391,1771088000,15124914,45,miner_pool_10,0.9016,92,239,0.8107,1
1392,1771088120,15284259,46,miner_pool_2,0.9307,94,243,0.9246,1
1393,1771088240,15307110,53,miner_pool_2,0.8578,120,221,0.8975,1
1394,1771088360,15977479,59,miner_pool_4,0.8941,123,221,0.8977,1
1395,1771088480,14229241,53,miner_pool_8,0.9725,112,213,0.9123,1
1396,1771088600,14935970,55,miner_pool_7,0.9358,120,224,0.8565,1
1397,1771088720,14599155,54,miner_pool_10,0.9654,113,216,0.8129,1
1398,1771088840,14963728,56,miner_pool_5,0.9792,110,249,0.8773,1
1399,1771088960,14854168,57,miner_pool_6,0.9876,110,237,0.888,1
1400,1771089080,14768765,55,miner_pool_1,0.919,115,203,0.9451,1
1401,1771089200,14119081,41,miner_pool_6,0.9958,149,221,0.9434,1
1402,1771089320,15020676,57,miner_pool_8,0.9641,90,229,0.9204,1
1403,1771089440,15169107,43,miner_pool_9,0.8625,124,236,0.9258,1
1404,1771089560,15718184,61,miner_pool_9,0.9303,116,226,0.8942,1
1405,1771089680,15931417,55,miner_pool_10,0.9411,114,250,0.8536,1
1406,1771089800,14351709,51,miner_pool_6,0.9527,142,240,0.8962,1
1407,1771089920,14956386,56,miner_pool_2,0.8986,90,251,0.9269,1
1408,1771090040,14230696,42,miner_pool_1,0.8697,112,237,0.9466,1
1409,1771090160,15259368,67,miner_pool_8,0.9321,92,244,0.9439,1
1410,1771090280,14597251,54,miner_pool_3,0.9537,91,239,0.9339,1
1411,1771090400,14183249,73,miner_pool_4,0.9339,121,203,0.8721,1
1412,1771090520,15408886,57,miner_pool_8,0.9243,139,219,0.8344,1
1413,1771090640,15661167,50,miner_pool_4,0.9112,141,227,0.8602,1
1414,1771090760,14919724,49,miner_pool_10,0.8789,133,245,0.8684,1
1415,1771090880,14318595,55,miner_pool_7,0.9134,114,256,0.8379,1
1416,1771091000,15316006,49,miner_pool_1,0.8812,94,241,0.9314,1
1417,1771091120,14418546,34,miner_pool_9,0.9475,100,216,0.8577,1
1418,1771091240,15277040,59,miner_pool_9,0.9474,127,236,0.9081,1
1419,1771091360,15645111,48,miner_pool_1,0.9228,147,222,0.9058,1
1420,1771091480,15045582,34,miner_pool_5,0.8687,91,204,0.8452,1
1421,1771091600,15012529,52,miner_pool_9,0.9707,107,231,0.9298,0
1422,1771091720,15331667,50,miner_pool_10,0.9825,101,203,0.9052,1
1423,1771091840,15386599,54,miner_pool_3,0.9557,130,217,0.9212,1
1424,1771091960,15241963,66,unknown_miner_974,0.9437,92,213,0.6573,1
1425,1771092080,15866709,49,miner_pool_9,0.9341,135,240,0.9465,1
1426,1771092200,15175379,57,miner_pool_8,0.976,120,236,0.9442,1
1427,1771092320,14174880,51,miner_pool_9,0.8841,139,233,0.9112,1
1428,1771092440,15651513,59,miner_pool_2,0.9287,92,214,0.9017,1
1429,1771092560,15470109,47,miner_pool_2,0.9807,125,227,0.8776,1
1430,1771092680,15886185,51,miner_pool_5,0.9207,134,228,0.8482,1
1431,1771092800,14851689,37,miner_pool_2,0.989,142,230,0.9279,1
1432,1771092920,14627711,53,miner_pool_2,0.8526,113,213,0.8138,1
1433,1771093040,14582408,53,miner_pool_8,0.9079,143,252,0.8933,0
1434,1771093160,14472399,44,miner_pool_6,0.8516,110,209,0.8208,1
1435,1771093280,15414989,55,miner_pool_1,0.9464,119,255,0.8442,1
1436,1771093400,14397280,44,miner_pool_10,0.9937,141,230,0.9257,1
1437,1771093520,14358294,47,unknown_miner_67,0.9292,130,253,0.6895,1
1438,1771093640,15386379,52,miner_pool_4,0.9685,116,209,0.9485,1
1439,1771093760,15013034,48,unknown_miner_99,0.9164,144,213,0.2597,1
1440,1771093880,14852762,43,miner_pool_3,0.9183,93,238,0.8201,1
1441,1771094000,14007370,37,miner_pool_5,0.9606,92,246,0.9178,1
1442,1771094120,15381728,63,miner_pool_2,0.986,142,241,0.877,1
1443,1771094240,15097624,49,miner_pool_5,0.9348,133,225,0.8914,1
1444,1771094360,14678035,46,miner_pool_8,0.9207,119,214,0.9052,1
1445,1771094480,15182015,39,miner_pool_5,0.9479,130,217,0.8437,1
1446,1771094600,15969401,44,miner_pool_10,0.9556,108,219,0.8732,1
1447,1771094720,14224837,46,miner_pool_1,0.9738,145,241,0.8963,1
1448,1771094840,15145565,61,miner_pool_8,0.8651,142,216,0.9371,1
1449,1771094960,14343239,55,miner_pool_1,0.9322,94,203,0.8256,1
1450,1771095080,15877139,42,miner_pool_2,0.9598,143,241,0.8395,0
1451,1771095200,15987059,41,miner_pool_5,0.9211,140,216,0.826,1
1452,1771095320,15130016,52,miner_pool_2,0.9347,92,252,0.8152,1
1453,1771095440,15573289,36,miner_pool_7,0.9634,134,234,0.8373,1
1454,1771095560,15123497,66,unknown_miner_75,0.8825,118,252,0.7079,1
1455,1771095680,15127475,38,miner_pool_7,0.922,92,219,0.9002,1
1456,1771095800,15740404,44,miner_pool_2,0.9772,133,237,0.8584,1
1457,1771095920,14823107,55,miner_pool_7,0.8847,130,245,0.8417,1
1458,1771096040,14219076,46,miner_pool_9,0.9337,118,210,0.8893,1
1459,1771096160,14587284,44,unknown_miner_287,0.9645,123,227,0.4643,1
1460,1771096280,15215739,56,unknown_miner_305,0.99,126,219,0.4271,1
1461,1771096400,15995351,61,miner_pool_6,0.8627,93,243,0.9331,1
1462,1771096520,15769105,46,unknown_miner_982,0.9475,92,255,0.5932,1
1463,1771096640,14723821,52,miner_pool_4,0.9129,124,249,0.8703,1
1464,1771096760,15376590,52,miner_pool_9,0.9879,119,223,0.8654,1
1465,1771096880,15529333,51,unknown_miner_882,0.8641,128,213,0.522,1
1466,1771097000,14010145,47,unknown_miner_38,0.9345,102,235,0.6229,1
1467,1771097120,15184374,50,miner_pool_6,0.9427,134,215,0.9258,1
1468,1771097240,14384552,43,miner_pool_4,0.9318,133,256,0.8459,1
1469,1771097360,14588837,45,unknown_miner_239,0.9582,101,227,0.7705,1
1470,1771097480,14250592,53,miner_pool_5,0.9352,117,236,0.8485,1
1471,1771097600,15871024,47,miner_pool_1,0.967,133,213,0.9423,1
1472,1771097720,15949649,42,miner_pool_4,0.8807,106,218,0.8751,1
1473,1771097840,14499222,46,miner_pool_6,0.854,105,204,0.8901,1
1474,1771097960,14068944,61,miner_pool_8,0.9195,112,206,0.9059,1
1475,1771098080,14189286,50,miner_pool_9,0.8512,130,226,0.8266,1
1476,1771098200,14094272,54,miner_pool_3,0.958,106,218,0.8463,1
1477,1771098320,15739499,44,miner_pool_7,0.9004,107,214,0.8877,1
1478,1771098440,15774782,55,miner_pool_1,0.8929,110,230,0.8747,1
1479,1771098560,15852089,57,miner_pool_3,0.885,105,253,0.8835,1
1480,1771098680,14148936,41,miner_pool_7,0.8694,135,213,0.9401,1
1481,1771098800,14145527,34,miner_pool_2,0.8997,105,224,0.9033,1
1482,1771098920,14594076,52,miner_pool_1,0.9847,117,223,0.923,1
1483,1771099040,14292601,53,miner_pool_9,0.8904,102,201,0.8699,1
1484,1771099160,15250851,53,miner_pool_7,0.8519,113,228,0.8367,1
1485,1771099280,14696883,52,miner_pool_4,0.8656,92,215,0.8607,1
1486,1771099400,15189741,56,miner_pool_10,0.8801,123,255,0.8606,1
1487,1771099520,14206209,63,miner_pool_10,0.9781,123,209,0.8211,1
1488,1771099640,15332733,46,unknown_miner_115,0.8893,126,215,0.4378,1
1489,1771099760,15467563,50,miner_pool_4,0.9469,97,206,0.9094,1
1490,1771099880,15392059,65,unknown_miner_681,0.8885,133,222,0.3522,1
1491,1771100000,15069437,55,miner_pool_6,0.9224,91,211,0.8755,1
1492,1771100120,15444273,53,miner_pool_3,0.9642,141,215,0.8994,1
1493,1771100240,15261641,36,miner_pool_6,0.969,112,225,0.8745,1
1494,1771100360,14431563,58,unknown_miner_736,0.9023,108,232,0.3391,1
1495,1771100480,15458753,51,miner_pool_8,0.9811,108,201,0.8769,1
1496,1771100600,15367974,57,miner_pool_4,0.9013,115,242,0.9348,1
1497,1771100720,15396177,48,miner_pool_6,0.8764,148,217,0.8658,1
1498,1771100840,14016990,50,miner_pool_6,0.8727,148,218,0.8942,1
1499,1771100960,14209286,51,miner_pool_1,0.9815,100,201,0.8456,1
1500,1771101080,14211096,55,miner_pool_2,0.9039,91,240,0.9233,1
1501,1771101200,14301364,37,unknown_miner_110,0.9983,141,235,0.4335,1
1502,1771101320,15189628,42,miner_pool_5,0.9797,117,205,0.8614,1
1503,1771101440,14838994,41,miner_pool_9,0.8769,139,205,0.8817,1
1504,1771101560,15931092,43,miner_pool_5,0.9112,97,241,0.8909,1
1505,1771101680,14576828,54,miner_pool_10,0.893,120,223,0.9402,1
1506,1771101800,14554308,49,miner_pool_6,0.9509,94,245,0.8319,1
1507,1771101920,14149693,60,miner_pool_5,0.9757,120,207,0.8376,1
1508,1771102040,14900515,49,miner_pool_9,0.882,124,234,0.8148,1
1509,1771102160,15914799,59,miner_pool_7,0.8557,141,244,0.8131,1
1510,1771102280,14729296,51,miner_pool_10,0.9568,113,219,0.9256,1
1511,1771102400,15583410,50,miner_pool_10,0.9579,98,214,0.8901,1
1512,1771102520,14721551,44,miner_pool_2,0.9956,145,247,0.8472,1
1513,1771102640,14963585,45,unknown_miner_926,0.8745,96,239,0.3512,1
1514,1771102760,15310611,36,miner_pool_6,0.9405,110,224,0.9207,1
1515,1771102880,15888731,46,miner_pool_3,0.9614,90,241,0.9049,1
1516,1771103000,15842121,43,miner_pool_4,0.9116,140,237,0.8533,1
1517,1771103120,14938077,52,miner_pool_4,0.9585,94,221,0.9249,1
1518,1771103240,15195826,53,miner_pool_10,0.9953,137,215,0.8304,1
1519,1771103360,14345088,50,miner_pool_5,0.9475,91,219,0.8957,1
1520,1771103480,15750929,49,unknown_miner_317,0.8713,107,255,0.2163,1
1521,1771103600,15945103,45,miner_pool_9,0.895,119,256,0.8776,1
1522,1771103720,15776816,47,miner_pool_10,0.898,109,252,0.9168,1
1523,1771103840,15807904,54,miner_pool_10,0.8539,134,244,0.8888,1
1524,1771103960,14938924,41,miner_pool_10,0.8967,126,223,0.8525,1
1525,1771104080,14188710,46,miner_pool_4,0.9803,121,254,0.8291,1
1526,1771104200,15463176,49,miner_pool_4,0.8527,128,204,0.8348,1
1527,1771104320,15237501,35,miner_pool_10,0.8844,101,256,0.8283,1
1528,1771104440,15679299,58,miner_pool_9,0.9124,147,245,0.8227,1
1529,1771104560,14338932,44,miner_pool_7,0.9585,103,204,0.9333,1
1530,1771104680,14534558,53,miner_pool_8,0.8805,99,224,0.9269,1
1531,1771104800,15259525,43,miner_pool_7,0.9073,98,220,0.8796,1
1532,1771104920,15215246,45,unknown_miner_76,0.9638,147,217,0.6639,1
1533,1771105040,15396319,50,miner_pool_9,0.9012,150,215,0.8072,1
1534,1771105160,14778962,46,miner_pool_7,0.8913,113,252,0.9415,1
1535,1771105280,14634588,56,miner_pool_2,0.9051,139,256,0.8879,1
1536,1771105400,15103793,47,miner_pool_7,0.8924,116,200,0.9455,1
1537,1771105520,15819740,49,miner_pool_9,0.9821,92,243,0.9338,1
1538,1771105640,15436004,68,miner_pool_10,0.8509,148,207,0.9108,1
1539,1771105760,14600499,38,miner_pool_7,0.9431,116,219,0.8147,1
1540,1771105880,14648612,47,miner_pool_5,0.9714,146,232,0.9297,1
1541,1771106000,14700418,37,miner_pool_2,0.8503,144,210,0.9086,1
1542,1771106120,14793288,51,miner_pool_7,0.91,117,239,0.8652,1
1543,1771106240,15910169,41,miner_pool_10,0.8538,122,225,0.8759,1
1544,1771106360,15958429,46,miner_pool_6,0.9337,147,220,0.9112,1
1545,1771106480,15352501,53,unknown_miner_728,0.8959,105,252,0.3777,1
1546,1771106600,15308607,49,miner_pool_6,0.9569,141,241,0.8907,1
1547,1771106720,14511636,48,unknown_miner_753,0.8597,109,251,0.7145,1
1548,1771106840,14518114,49,miner_pool_4,0.9369,123,217,0.9402,1
1549,1771106960,14205813,53,miner_pool_2,0.9662,108,240,0.8838,1
1550,1771107080,14815374,74,miner_pool_1,0.9447,140,201,0.8463,1
1551,1771107200,14354575,49,miner_pool_8,0.9287,97,241,0.8139,1
1552,1771107320,15836107,41,miner_pool_7,0.9244,123,248,0.874,1
1553,1771107440,14812026,52,miner_pool_8,0.9881,101,209,0.923,1
1554,1771107560,14654154,52,miner_pool_1,0.9227,101,207,0.9283,1
1555,1771107680,14358208,46,miner_pool_5,0.9942,147,206,0.8343,1
1556,1771107800,14195291,53,miner_pool_7,0.9562,128,218,0.8044,1
1557,1771107920,14931114,44,unknown_miner_952,0.9771,104,243,0.6658,1
1558,1771108040,14860598,51,miner_pool_2,0.8622,100,201,0.9281,1
1559,1771108160,14885761,47,miner_pool_6,0.9411,123,256,0.8439,1
1560,1771108280,15698090,44,miner_pool_1,0.963,113,231,0.9483,1
1561,1771108400,15482703,37,miner_pool_6,0.9184,114,256,0.9282,1
1562,1771108520,14494031,48,miner_pool_2,0.9527,121,227,0.9437,1
1563,1771108640,15329872,65,miner_pool_1,0.9989,143,213,0.9466,1
1564,1771108760,15540181,44,unknown_miner_70,0.8673,147,209,0.6095,1
1565,1771108880,15046141,39,miner_pool_3,0.8846,94,219,0.8373,1
1566,1771109000,14875937,41,miner_pool_5,0.9736,92,203,0.8715,1
1567,1771109120,15767560,51,miner_pool_9,0.9728,136,238,0.8673,1
1568,1771109240,15433382,53,unknown_miner_665,0.8735,101,223,0.2431,1
1569,1771109360,15566934,47,miner_pool_2,0.9127,141,224,0.9444,1
1570,1771109480,15589950,48,miner_pool_6,0.9518,123,235,0.9244,1
1571,1771109600,14829783,54,miner_pool_10,0.9311,90,223,0.8794,1
1572,1771109720,15596105,39,miner_pool_6,0.9189,135,249,0.802,1
1573,1771109840,15992588,48,miner_pool_7,0.9247,144,207,0.8764,1
1574,1771109960,14836717,52,miner_pool_9,0.9095,112,235,0.9331,0
1575,1771110080,14816802,51,miner_pool_7,0.869,122,238,0.9395,1
1576,1771110200,15343143,46,miner_pool_8,0.9994,142,226,0.825,1
1577,1771110320,15600073,46,unknown_miner_237,0.8503,134,251,0.4122,1
1578,1771110440,14311277,46,unknown_miner_800,0.8513,117,207,0.6019,1
1579,1771110560,15383707,44,miner_pool_8,0.9544,147,216,0.8039,1
1580,1771110680,14587461,50,miner_pool_2,0.8715,122,219,0.8489,1
1581,1771110800,15277433,57,miner_pool_1,0.872,107,202,0.8949,1
1582,1771110920,15335696,52,miner_pool_5,0.9211,139,204,0.8387,1
1583,1771111040,14109105,56,miner_pool_5,0.9725,120,210,0.8709,1
1584,1771111160,15889874,54,miner_pool_10,0.9376,121,206,0.8834,1
1585,1771111280,14934403,57,miner_pool_3,0.9849,131,248,0.8947,1
1586,1771111400,15550817,48,unknown_miner_172,0.8657,137,223,0.563,1
1587,1771111520,15933981,45,miner_pool_10,0.8648,139,249,0.8446,1
1588,1771111640,14202110,36,miner_pool_1,0.9664,103,206,0.8696,1
1589,1771111760,15157443,46,miner_pool_6,0.8681,91,229,0.9149,1
1590,1771111880,15371054,47,miner_pool_7,0.8648,150,240,0.8196,1
1591,1771112000,15561054,62,miner_pool_9,0.9177,122,234,0.8594,1
1592,1771112120,14771853,39,miner_pool_1,0.9236,139,205,0.9061,1
1593,1771112240,14349235,45,miner_pool_3,0.8823,133,212,0.8059,1
1594,1771112360,15491947,40,miner_pool_3,0.9331,103,248,0.8357,1
1595,1771112480,15670200,37,unknown_miner_890,0.9885,109,206,0.6933,1
1596,1771112600,15671402,44,miner_pool_6,0.876,98,255,0.9317,1
1597,1771112720,15250162,50,unknown_miner_714,0.9208,95,215,0.7543,1
1598,1771112840,14708197,50,miner_pool_9,0.9482,111,253,0.8791,1
1599,1771112960,14700538,42,miner_pool_9,0.9521,126,206,0.8947,1
1600,1771113080,15450222,44,miner_pool_6,0.8804,145,205,0.8702,1
1601,1771113200,15212121,52,miner_pool_9,0.9276,127,252,0.8348,0
1602,1771113320,14058853,39,miner_pool_6,0.9526,141,254,0.9212,1
1603,1771113440,14698283,49,miner_pool_2,0.9646,124,208,0.9341,1
1604,1771113560,15501424,66,miner_pool_10,0.8787,101,249,0.8073,1
1605,1771113680,15301697,53,miner_pool_8,0.8724,142,218,0.8356,1
1606,1771113800,15515860,59,miner_pool_8,0.9797,112,218,0.9468,1
1607,1771113920,14326084,57,miner_pool_8,0.9223,117,211,0.9047,1
1608,1771114040,15865774,61,miner_pool_4,0.8646,148,236,0.8178,1
1609,1771114160,14795251,45,miner_pool_4,0.9599,142,205,0.9155,1
1610,1771114280,14525947,42,miner_pool_5,0.8667,103,255,0.8638,1
1611,1771114400,15337517,44,miner_pool_6,0.9545,104,237,0.8544,1
1612,1771114520,14318520,49,miner_pool_8,0.8583,121,204,0.9254,1
1613,1771114640,15750667,58,miner_pool_5,0.8841,96,237,0.9136,1
1614,1771114760,15432432,56,unknown_miner_348,0.8959,139,205,0.7072,1
1615,1771114880,14553937,43,miner_pool_1,0.9318,97,211,0.8251,1
1616,1771115000,15025421,44,miner_pool_4,0.93,125,227,0.9121,1
1617,1771115120,15732965,44,miner_pool_8,0.9657,149,216,0.8539,1
1618,1771115240,14374977,58,miner_pool_1,0.943,118,237,0.8185,1
1619,1771115360,14765442,51,miner_pool_6,0.8629,107,248,0.864,1
1620,1771115480,15871216,54,miner_pool_8,0.9859,134,202,0.8183,1
1621,1771115600,15594680,63,unknown_miner_902,0.9215,114,208,0.2691,1
1622,1771115720,15256886,53,unknown_miner_745,0.8789,118,200,0.435,1
1623,1771115840,15215180,50,miner_pool_7,0.9888,106,246,0.8308,1
1624,1771115960,14221591,44,miner_pool_4,0.9261,93,242,0.9098,1
1625,1771116080,14895731,44,miner_pool_2,0.8775,130,232,0.9011,1
1626,1771116200,14754460,37,miner_pool_6,0.9113,129,229,0.8371,1
1627,1771116320,15666422,37,miner_pool_5,0.8666,107,253,0.8296,1
1628,1771116440,15398043,50,miner_pool_10,0.9601,121,254,0.8685,1
1629,1771116560,15922959,45,miner_pool_1,0.9689,140,212,0.891,1
1630,1771116680,14147591,45,miner_pool_2,0.9714,91,201,0.9072,1
1631,1771116800,15512019,49,miner_pool_3,0.9095,145,236,0.8064,1
1632,1771116920,15544581,41,miner_pool_1,0.9108,147,250,0.9437,1
1633,1771117040,15143784,54,miner_pool_3,0.9711,135,234,0.896,1
1634,1771117160,14735670,45,miner_pool_4,0.8525,130,216,0.8083,1
1635,1771117280,14964269,45,unknown_miner_585,0.8581,139,238,0.3353,1
1636,1771117400,15586895,56,unknown_miner_312,0.9018,104,224,0.5077,1
1637,1771117520,14783741,51,miner_pool_1,0.9445,106,230,0.8173,1
1638,1771117640,14085454,51,miner_pool_4,0.8873,121,244,0.875,1
1639,1771117760,15764074,49,miner_pool_10,0.8674,99,200,0.9215,1
1640,1771117880,14472626,38,miner_pool_9,0.9296,137,238,0.8017,1
1641,1771118000,15924629,40,unknown_miner_859,0.869,115,230,0.6739,1
1642,1771118120,15114193,49,miner_pool_8,0.8953,96,221,0.9114,1
1643,1771118240,15912141,43,miner_pool_1,0.8937,135,239,0.867,1
1644,1771118360,14795270,51,miner_pool_4,0.9109,130,215,0.9233,1
1645,1771118480,15469537,35,miner_pool_4,0.9836,96,234,0.9237,1
1646,1771118600,15948927,58,miner_pool_3,0.918,132,246,0.8788,1
1647,1771118720,15196623,47,miner_pool_5,0.9854,140,255,0.8316,1
1648,1771118840,15229838,44,miner_pool_5,0.8818,122,241,0.8279,1
1649,1771118960,14243152,64,miner_pool_6,0.8692,127,216,0.9188,1
1650,1771119080,15582588,59,miner_pool_8,0.9768,132,233,0.8915,1
1651,1771119200,14393197,50,miner_pool_9,0.9847,132,218,0.9184,1
1652,1771119320,15068228,43,miner_pool_3,0.9995,132,249,0.8723,1
1653,1771119440,15714137,59,miner_pool_10,0.8628,92,249,0.918,1
1654,1771119560,15634377,37,miner_pool_8,0.9666,139,246,0.8854,1
1655,1771119680,14150262,48,miner_pool_6,0.9784,149,243,0.9223,1
1656,1771119800,15836395,49,miner_pool_5,0.989,121,209,0.921,0
1657,1771119920,15851562,51,miner_pool_2,0.9808,113,251,0.9478,1
1658,1771120040,15048099,56,miner_pool_2,0.9113,135,248,0.8496,1
1659,1771120160,15984703,51,miner_pool_6,0.8984,146,238,0.8085,1
1660,1771120280,14601893,45,miner_pool_7,0.9967,149,203,0.8487,1
1661,1771120400,15574666,56,miner_pool_5,0.8759,104,238,0.8546,1
1662,1771120520,14525108,55,miner_pool_8,0.9914,112,231,0.8988,1
1663,1771120640,15270030,46,miner_pool_7,0.8979,129,224,0.8871,1
1664,1771120760,15956771,42,miner_pool_9,0.9231,107,247,0.9204,1
1665,1771120880,15304496,47,miner_pool_2,0.8759,122,231,0.8947,1
1666,1771121000,15820765,47,miner_pool_7,0.9327,145,253,0.9229,1
1667,1771121120,15345174,53,miner_pool_10,0.8718,113,202,0.9309,0
1668,1771121240,15229723,47,miner_pool_6,0.9316,131,248,0.8005,1
1669,1771121360,15888179,52,miner_pool_5,0.9748,115,206,0.837,1
1670,1771121480,14785135,52,unknown_miner_801,0.8978,115,220,0.4769,1
1671,1771121600,15466653,60,miner_pool_8,0.9766,126,235,0.8265,1
1672,1771121720,15455966,55,miner_pool_3,0.9789,102,204,0.8727,1
1673,1771121840,14962407,37,unknown_miner_4,0.9798,145,230,0.5377,1
1674,1771121960,14666741,63,miner_pool_2,0.9773,142,208,0.865,0
1675,1771122080,14036752,54,miner_pool_10,0.9602,107,256,0.8174,0
1676,1771122200,14540619,48,miner_pool_8,0.9037,128,234,0.8671,1
1677,1771122320,15763061,53,unknown_miner_148,0.9587,117,212,0.4826,1
1678,1771122440,15311194,55,unknown_miner_625,0.9873,145,235,0.7107,1
1679,1771122560,15371381,62,miner_pool_5,0.9019,125,215,0.8224,1
1680,1771122680,15626821,43,miner_pool_3,0.9227,122,215,0.9074,1
1681,1771122800,14332564,50,miner_pool_6,0.9568,94,200,0.938,1
1682,1771122920,14165509,51,miner_pool_8,0.8623,101,202,0.8157,1
1683,1771123040,15751713,45,miner_pool_7,0.9341,136,228,0.8472,1
1684,1771123160,15606333,46,miner_pool_3,0.9176,120,251,0.8076,1
1685,1771123280,14046146,61,miner_pool_4,0.8567,126,209,0.8666,1
1686,1771123400,14821888,44,unknown_miner_302,0.8826,108,230,0.7127,1
1687,1771123520,15119526,53,miner_pool_6,0.9988,141,227,0.8987,1
1688,1771123640,14490177,49,miner_pool_5,0.8767,105,219,0.9272,1
1689,1771123760,15898986,49,miner_pool_9,0.9247,135,233,0.8076,1
1690,1771123880,14820428,60,miner_pool_5,0.935,148,245,0.8487,1
1691,1771124000,14416743,48,miner_pool_8,0.8576,137,206,0.8884,1
1692,1771124120,15754686,58,miner_pool_5,0.9686,91,223,0.916,1
1693,1771124240,15979272,45,miner_pool_7,0.8702,128,235,0.896,0
1694,1771124360,15229869,52,miner_pool_2,0.9168,122,243,0.8354,1
1695,1771124480,14926431,41,unknown_miner_426,0.8756,111,215,0.3612,1
1696,1771124600,15947318,45,unknown_miner_383,0.9582,125,209,0.5809,1
1697,1771124720,15905288,44,miner_pool_5,0.8549,99,234,0.8266,1
1698,1771124840,15904809,42,miner_pool_9,0.876,129,233,0.8229,1
1699,1771124960,14978976,48,unknown_miner_619,0.9625,97,217,0.2565,1
1700,1771125080,14857086,62,miner_pool_5,0.8773,112,254,0.9372,1
1701,1771125200,15639108,50,miner_pool_9,0.9939,109,214,0.8169,1
1702,1771125320,14817050,50,miner_pool_4,0.9734,128,221,0.9416,1
1703,1771125440,14136014,49,miner_pool_8,0.8638,96,249,0.8995,1
1704,1771125560,15021843,57,miner_pool_3,0.8986,98,205,0.8674,1
1705,1771125680,14418629,51,miner_pool_8,0.9109,100,250,0.9167,1
